name,label,parent_id
761898,Pimpri Chincwad Municipal Corporation,4190
4534,Poladpur,4186
4362,Pombhurna,4073
1458,Pratapgarh (Sadar),882
249354,Pratapgarh City,882
249279,Pukhrayan,846
251530,Pune,4194
4521,Pune City,4194
411370,Pune Municipal Corporation,4194
4522,Purandar,4196
1445,Puranpur,792
4508,Purna,4124
1611,Purwa,817
4628,Pusad,4085
1497,Puwarka,702
4428,Radhanagari,4289
1475,Rahi,825
251543,Rahta Pimplas,4204
4546,Rajapur,4274
1101,Rajepur,831
1272,Rajpur,847
4363,Rajura,4077
4629,Ralegaon,4091
1318,Ramkola,6879
248943,Rampur,726
1565,Rampur Mathura,807
1222,Rampura,851
4454,Ramtek,4028
263352,Rasulabaad(Kanpur Dehat),843
1273,Rasulabad,843
1387,Ratanpura,973
1192,Rath,865
4547,Ratnagiri,4271
4409,Raver,3962
4438,Renapur,4227
1147,Revatipur,6835
4616,Risod,4000
1576,Robertsganj,1005
4535,Roha,4179
4388,Sadak Arjuni,4049
1499,Sadauli Qadeem,701
259027,Sadholi Kadeem,701
1612,Safipur,814
1040,Sahabganj,994
1073,Sahawar,1011
1185,Sahjanawa,949
249443,Sahjanwa,949
4509,Sailu,4116
816,Saiyan,768
4337,Sakoli,4040
4368,Sakri,3958
4389,Salekasa,4048
1423,Sambhal,721
4609,Samudrapur,4022
4287,Sangamner,4202
251639,Sangli-Miraj Kupwad,4302
4548,Sangmeshwar,4272
4349,Sangrampur,3976
1508,Santha,941
4364,Saoli,4068
4455,Saoner,4026
1186,Sardarnagar,951
1193,Sarila,866
1336,Sarojaninagar,6094
1341,Sasni,757
4568,Satara,4262
4575,Sawantwadi,4281
1084,Sefai,837
1342,Sehpau,760
4610,Seloo,4018
1509,Semariyawan,942
4395,Sengaon,4111
1623,Sevapuri,6093
1488,Shahabad,727
4477,Shahada,3953
4597,Shahapur,4167
249501,Shahganj,981
1435,Shahpur,709
4429,Shahuwadi,4283
1102,Shamsabad,830
4350,Shegaon,3977
1029,Shikarpur,750
1123,Shikohabad,774
4369,Shindkhede,3957
4556,Shirala,4295
4430,Shirol,4286
4370,Shirpur,3956
4523,Shirur,4189
4330,Shirur ( KA ),4217
4439,Shirur Anantpal,4231
1075,Shitalpur,1008
249275,Shivli,6871
1548,Shoharatgarh,932
618136,Shohratgarh,932
4290,Shrirampur,4205
4536,Shrivardhan,4183
955,Sidhaur,901
263355,Sikandara,847
1613,Sikandarpur Karan,816
1030,Sikandrabad,745
1343,Sikandrarao,758
4318,Sillod,4135
1136,Simbhawali,741
4365,Sindewahi,4069
4351,Sindkhedraja,3986
4490,Sinnar,4154
4382,Sironcha,4063
248933,Sirsi,721
4319,Soegaon,4134
4587,Solapur North,4247
4510,Sonpeth,4121
1077,Soron,1010
4588,South Solapur,4253
1489,Suar,723
4537,Sudhagad,4180
1368,Sultanganj,777
1194,Sumerpur,864
4491,Surgana,4142
1031,Syana,747
1085,Takha,6158
4538,Tala,4182
4598,Talasari,4157
1328,Talbehat,861
1264,Talgram,833
4478,Taloda,3952
1321,Tamkuhiraj,958
858,Tanda,907
248940,Tanda(Ambekar Nagar),724
1167,Tarabganj,930
4557,Tasgaon,4301
1424,Thakurdwara,717
1437,Thana Bhawan,707
4390,Tirora,4044
4310,Tiwsa,4008
4492,Trimbak,4151
4500,Tuljapur,4241
4338,Tumsar,4037
1438,UN,6159
248883,UNN,6159
4440,Udgir,4235
251484,Ulhasnagar,4169
1265,Umarda,835
4630,Umarkhed,4086
4456,Umred,4034
4472,Umri,4103
4539,Uran,4172
1187,Uruwa,954
300721,Uruwa Bazar,954
4576,Vaibhavawadi,4276
4320,Vaijapur,4139
4558,Valva-Islampur,4296
277278,Varanasi,996
4601,Vasai,4164
4524,Velhe,4197
4577,Vengurla,4279
4602,Vikramgad,4159
4569,WAI,4256
4603,Wada,4162
4331,Wadwani,4220
270654,Walidpur,974
4631,Wani,4094
4611,Wardha,4019
4366,Warora,4064
4311,Warud,4007
4501,Washi,4238
4617,Washim,3999
4632,Yavatmal,4082
4410,Yawal,3961
4493,Yeola,4156
249516,Zamania,6835
1152,Zamania,991
4633,Zari Jamni,4093
